id,title,abstract
http://arxiv.org/abs/2508.05599v1,WeTok: Powerful Discrete Tokenization for High-Fidelity Visual Reconstruction,"Discrete visual tokenization has become a cornerstone for efficient and scalable image and video processing, enabling the application of powerful sequence models like transformers. However, existing methods often struggle to balance compression efficiency with the preservation of fine-grained details, leading to limitations in high-fidelity visual reconstruction. This paper introduces WeTok, a novel discrete tokenization framework designed to significantly improve the accuracy and visual quality of reconstructed images. WeTok leverages a hierarchical vector quantization approach combined with a learned weighting mechanism that dynamically adjusts the contribution of each quantization level based on local image content. Furthermore, we incorporate a perceptual loss during training to better align the token embeddings with human visual perception. Our experiments demonstrate that WeTok achieves state-of-the-art reconstruction performance on several benchmark datasets, outperforming existing methods in terms of PSNR, SSIM, and LPIPS. The enhanced reconstruction fidelity enabled by WeTok unlocks new possibilities for a wide range of downstream vision tasks that rely on accurate and detailed visual representations."
http://arxiv.org/abs/2508.05585v1,DART: Dual Adaptive Refinement Transfer for Open-Vocabulary Multi-Label Recognition,"Open-vocabulary multi-label recognition aims to identify multiple objects within an image using an arbitrary set of textual descriptions, a challenging task requiring the transfer of knowledge from pre-trained vision-language models. A key problem lies in effectively adapting these models to simultaneously handle both visual and semantic nuances across various categories, especially when encountering unseen labels. We introduce DART, a Dual Adaptive Refinement Transfer framework, which addresses this by adaptively refining both visual and semantic representations through a dual-branch approach. DART employs a visual refinement module that learns to focus on relevant image regions guided by label embeddings, and a semantic refinement module that contextualizes label embeddings with visual features, iteratively improving their alignment. Extensive experiments on multiple benchmark datasets demonstrate that DART significantly outperforms existing state-of-the-art methods, achieving substantial gains in both seen and unseen label recognition accuracy. DART offers a robust and generalizable solution for open-vocabulary multi-label recognition, paving the way for more flexible and adaptable vision systems."
http://arxiv.org/abs/2508.05580v1,Follow-Your-Instruction: A Comprehensive MLLM Agent for World Data Synthesis,"Large Multimodal Models (MLLMs) have shown remarkable capabilities in understanding and interacting with visual and textual data. However, their ability to synthesize coherent and consistent world data, especially under complex, multi-faceted instructions, remains a significant challenge. This paper introduces ""Follow-Your-Instruction"" (FYI), a comprehensive MLLM agent designed to generate realistic and instruction-compliant world data, including scenes, objects, and their relationships. FYI leverages a novel hierarchical decomposition strategy to break down complex instructions into simpler sub-tasks, which are then addressed by specialized modules for scene generation, object placement, and relationship enforcement. Furthermore, we introduce a feedback loop that iteratively refines the generated data based on instruction adherence and realism metrics. Experimental results demonstrate that FYI significantly outperforms existing MLLMs in generating complex scenes with high fidelity to given instructions, achieving a 30% improvement in instruction adherence score and a 20% increase in realism as judged by human evaluators. FYI represents a crucial step towards creating intelligent agents capable of constructing and manipulating virtual worlds, opening new avenues for applications in simulation, training, and content creation."
http://arxiv.org/abs/2508.05568v1,X-VFL: A New Vertical Federated Learning Framework with Cross Completion and Decision Subspace Alignment,"Vertical Federated Learning (VFL) enables collaborative model training across multiple parties with non-overlapping feature spaces, protecting data privacy. However, existing VFL methods often suffer from performance degradation due to feature incompleteness and feature distribution divergence across different parties. We address these challenges by proposing X-VFL, a novel VFL framework with Cross Completion and Decision Subspace Alignment. X-VFL employs a cross completion module at each party to impute missing features using information from other parties' models, effectively mitigating the feature incompleteness problem. Furthermore, we introduce a decision subspace alignment strategy to minimize the discrepancy between the decision boundaries learned by each party, thereby addressing feature distribution divergence. Extensive experiments on various benchmark datasets demonstrate that X-VFL consistently outperforms state-of-the-art VFL methods in terms of prediction accuracy and convergence speed. X-VFL offers a robust and privacy-preserving solution for collaborative learning in scenarios with heterogeneous and incomplete data."
http://arxiv.org/abs/2508.05547v1,Adapting Vision-Language Models Without Labels: A Comprehensive Survey,"Vision-Language Models (VLMs) have demonstrated remarkable capabilities in various multimodal tasks, but adapting them to new domains or tasks often requires substantial labeled data, which can be expensive and time-consuming to acquire. This survey addresses the problem of adapting VLMs to downstream tasks without relying on explicit human annotations, focusing on the rapidly growing field of label-free VLM adaptation. We comprehensively categorize and analyze existing approaches based on their underlying principles, including techniques that leverage pseudo-labeling, self-training, contrastive learning with automatically generated augmentations, and knowledge distillation from pre-trained models using proxy tasks. Furthermore, we provide a structured comparison of these methods across diverse benchmark datasets and tasks, highlighting their strengths and weaknesses in terms of performance, computational efficiency, and generalization ability. Our analysis reveals that while label-free adaptation achieves promising results, performance gaps remain compared to supervised methods, and robustness across different domains requires further investigation. This survey provides a valuable resource for researchers and practitioners seeking to leverage the power of VLMs in data-scarce scenarios and outlines key directions for future research in label-free multimodal learning."
http://arxiv.org/abs/2508.05531v1,Point cloud segmentation for 3D Clothed Human Layering,"3D clothed human modeling is crucial for various applications, including virtual try-on, animation, and game development. Accurately segmenting a clothed 3D human scan into semantic layers corresponding to clothing items and the underlying body remains a significant challenge due to complex clothing topologies, occlusions, and variations in pose and garment style. This paper introduces a novel point cloud segmentation method for 3D clothed human layering, leveraging a graph neural network (GNN) architecture that incorporates both local geometric features and global contextual information. Specifically, we construct a graph representation of the point cloud and iteratively refine node features using graph convolutions, incorporating learned embeddings from a pre-trained large language model (LLM) to capture garment style and category information. The refined node features are then used to predict per-point semantic labels for clothing layers. Experimental results on a diverse dataset of clothed human scans demonstrate that our approach achieves state-of-the-art segmentation accuracy, outperforming existing methods by a significant margin, particularly in handling complex clothing arrangements. This advancement enables more realistic and controllable 3D clothed human avatars, facilitating further progress in downstream applications."
http://arxiv.org/abs/2508.05529v1,Looking into the Unknown: Exploring Action Discovery for Segmentation of Known and Unknown Actions,"Action segmentation aims to temporally delineate and classify actions within videos, typically relying on pre-defined action vocabularies. However, real-world videos often contain actions not present in the training data, posing a significant challenge to existing segmentation models. This paper addresses the problem of discovering and segmenting both known and unknown actions in video sequences. We propose a novel framework that combines a discriminative action segmentation network trained on known actions with an unsupervised action discovery module. The segmentation network provides frame-level action probabilities, which are then used to identify segments with low confidence for known actions, indicating potential unknown actions. These uncertain segments are clustered based on their feature representations, and a pseudo-labeling strategy is employed to iteratively refine the clusters and update the segmentation network. Experiments on benchmark datasets demonstrate that our approach achieves comparable performance to state-of-the-art methods on known actions while effectively discovering and segmenting unknown actions, leading to improved overall segmentation accuracy. This work provides a crucial step towards more robust and generalizable action segmentation in real-world scenarios."
http://arxiv.org/abs/2508.05527v1,AI vs. Human Moderators: A Comparative Evaluation of Multimodal LLMs in Content Moderation for Brand Safety,"Content moderation is crucial for maintaining brand safety on online platforms, traditionally relying on human moderators. However, the scale and complexity of online content necessitate exploring automated solutions, particularly leveraging the capabilities of multimodal Large Language Models (LLMs). This paper addresses the critical need for a comparative evaluation of AI-powered content moderation systems against human moderators in identifying brand-unsafe content across diverse modalities. We propose a novel framework that utilizes state-of-the-art multimodal LLMs, fine-tuned on a curated dataset of text, images, and video content flagged for various brand safety violations. Our evaluation metrics encompass precision, recall, F1-score, and a novel ""contextual understanding"" score to assess the ability to discern nuanced violations. Results demonstrate that while multimodal LLMs achieve comparable precision to human moderators, they often surpass humans in recall, identifying a significantly larger proportion of unsafe content, particularly in complex, context-dependent scenarios. This research highlights the potential of AI-driven content moderation to enhance brand safety by improving efficiency and reducing the risk of overlooking harmful content, ultimately fostering a safer online environment."
http://arxiv.org/abs/2508.05526v1,When Deepfake Detection Meets Graph Neural Network:a Unified and Lightweight Learning Framework,"Deepfake technology poses a significant threat due to its ability to generate highly realistic manipulated videos, making it crucial to develop robust detection methods. Current deepfake detection methods often rely on analyzing subtle facial inconsistencies and temporal artifacts, but they can be computationally expensive and vulnerable to adversarial attacks and unseen manipulation techniques. This paper addresses the challenge of building a more unified, lightweight, and generalizable deepfake detection framework. We propose a novel approach that combines facial landmark analysis with Graph Neural Networks (GNNs) to capture both local facial inconsistencies and global facial structure deviations introduced by deepfakes. Our framework first extracts facial landmarks and then constructs a graph representing the relationships between these landmarks. A lightweight GNN is then employed to learn discriminative features from this graph, capturing subtle inconsistencies in facial geometry and dynamics. Experimental results on benchmark datasets demonstrate that our approach achieves comparable or superior performance to state-of-the-art methods with significantly fewer parameters and computational cost. This unified and lightweight GNN-based framework offers a promising direction for developing more efficient and robust deepfake detection systems."
http://arxiv.org/abs/2508.05521v1,Optimal Brain Connection: Towards Efficient Structural Pruning,"Deep neural networks have achieved remarkable success in various computer vision tasks, but their high computational cost and memory footprint hinder deployment on resource-constrained devices. Structural pruning offers a promising solution by removing entire filters or channels, leading to genuine model compression and acceleration. However, identifying the optimal subset of connections to prune remains a challenging combinatorial problem, often relying on heuristics or computationally expensive iterative training. We propose a novel approach, Optimal Brain Connection (OBC), which leverages a differentiable proxy to estimate the importance of each filter based on its contribution to the overall network loss. Specifically, OBC employs a learnable gate for each filter and optimizes the gate values using gradient descent alongside the network weights, encouraging unimportant filters to be automatically shut off. We demonstrate that pruning filters based on OBC significantly outperforms existing state-of-the-art structural pruning methods on benchmark datasets like CIFAR-10 and ImageNet, achieving comparable accuracy with significantly higher compression ratios and reduced inference time. This efficient and effective pruning technique paves the way for deploying high-performance deep learning models on edge devices with limited resources."
http://arxiv.org/abs/2508.05519v1,Leveraging AI to Accelerate Clinical Data Cleaning: A Comparative Study of AI-Assisted vs. Traditional Methods,"Clinical data cleaning is a crucial yet time-consuming step in healthcare research and practice, often involving manual review and correction of errors and inconsistencies. The increasing volume and complexity of clinical data necessitate more efficient and accurate cleaning methods. This paper addresses the problem of slow and resource-intensive traditional data cleaning processes by exploring the potential of artificial intelligence (AI) to accelerate and improve the process. We propose a novel AI-assisted framework that integrates three distinct AI techniques: (1) a rule-based system for automated error detection, (2) a machine learning model for predicting missing values, and (3) a natural language processing (NLP) module for standardizing free-text clinical notes. We compare the performance of this AI-assisted framework against traditional manual cleaning methods on a real-world dataset of patient records. Our results demonstrate a significant reduction in cleaning time (up to 60%) and a notable improvement in data accuracy (reduction in error rate by 15%) when using the AI-assisted approach. This study highlights the potential of AI to revolutionize clinical data cleaning, leading to faster research cycles, improved data quality, and ultimately, better patient care."
http://arxiv.org/abs/2508.05516v1,FS-IQA: Certified Feature Smoothing for Robust Image Quality Assessment,"Image Quality Assessment (IQA) plays a vital role in various vision applications, aiming to predict perceived image quality consistent with human subjective evaluations. However, deep learning-based IQA models are vulnerable to adversarial attacks and small perturbations, raising concerns about their robustness and reliability in real-world scenarios. This paper addresses the challenge of enhancing the robustness of IQA models against such perturbations. We introduce FS-IQA, a novel framework incorporating certified feature smoothing to improve model robustness. FS-IQA leverages randomized smoothing applied directly to feature representations within the IQA network, enabling the derivation of certified robustness guarantees. This allows us to certify a minimum level of quality change for a given perturbation radius around an input image. Extensive experiments on benchmark IQA datasets demonstrate that FS-IQA significantly improves robustness against adversarial attacks and common image corruptions, while maintaining competitive performance on clean images. Our proposed framework provides a practical and theoretically grounded approach to enhance the reliability of IQA models, paving the way for more trustworthy quality assessment in sensitive applications."
http://arxiv.org/abs/2508.05514v1,Head Anchor Enhanced Detection and Association for Crowded Pedestrian Tracking,"Multi-object tracking (MOT) in crowded scenes remains a challenging task due to frequent occlusions, similar appearances, and complex interactions among pedestrians. Existing pedestrian tracking methods often struggle in crowded environments due to inaccurate pedestrian detection and unreliable data association. To address these limitations, we propose a novel Head Anchor Enhanced Detection and Association (HAA) framework for robust pedestrian tracking. HAA leverages head-specific anchor boxes to improve detection accuracy, particularly in occluded scenarios where the head region is often visible. Furthermore, we introduce a contextual association module that incorporates both appearance and spatial-temporal information, weighted by the detection confidence scores, to enhance tracking robustness and reduce identity switches. Experimental results on the challenging MOT17 and MOT20 datasets demonstrate that HAA significantly outperforms state-of-the-art methods, achieving substantial improvements in both detection accuracy (IDF1 score) and tracking precision (MOTA score), particularly in crowded scenes. The proposed HAA framework offers a practical and effective solution for pedestrian tracking in crowded environments, advancing the state-of-the-art in MOT."
http://arxiv.org/abs/2508.05507v1,Revealing Latent Information: A Physics-inspired Self-supervised Pre-training Framework for Noisy and Sparse Events,"Event cameras offer significant advantages over traditional cameras in high-speed and high dynamic range scenarios, but their data is inherently noisy and sparse, hindering effective learning. This paper addresses the challenge of learning robust representations from noisy and sparse event data without relying on extensive labeled datasets. We introduce a novel physics-inspired self-supervised pre-training framework that leverages principles from event generation to learn latent representations. Our approach models event generation as a stochastic process governed by underlying scene illumination changes, and then uses contrastive learning to encourage representations to be invariant to noise and sparsity while preserving information about the underlying illumination dynamics. We pre-train our model on large-scale synthetic and real-world event datasets and demonstrate significant performance improvements on downstream tasks such as event-based object recognition and motion estimation, surpassing state-of-the-art self-supervised methods by a significant margin, particularly in challenging low-light and high-speed conditions. This work provides a promising direction for unlocking the full potential of event cameras by learning robust and informative representations from their inherent data characteristics."
http://arxiv.org/abs/2508.05506v1,MagicHOI: Leveraging 3D Priors for Accurate Hand-object Reconstruction from Short Monocular Video Clips,"Accurate and robust reconstruction of hand-object interactions (HOIs) from monocular videos is crucial for understanding human behavior and enabling realistic virtual interactions. However, the inherent ambiguity in 2D projections, coupled with frequent occlusions and self-similarities, makes 3D HOI reconstruction from short video clips a challenging problem. We introduce MagicHOI, a novel framework that leverages learned 3D priors and temporal consistency to achieve accurate hand and object pose estimation and shape reconstruction from short monocular video sequences. MagicHOI employs a hybrid implicit-explicit representation, utilizing a neural implicit surface for detailed shape representation and explicit 3D pose parameters for efficient optimization. A temporal smoothing loss, guided by learned motion priors, encourages consistent and plausible motion trajectories across frames, further mitigating ambiguities. Experiments on challenging benchmark datasets demonstrate that MagicHOI significantly outperforms state-of-the-art methods, achieving higher accuracy in both pose estimation and shape reconstruction, particularly in scenarios with significant occlusion and complex interactions. This improved reconstruction quality unlocks new possibilities for downstream tasks such as activity recognition and robotic manipulation."
http://arxiv.org/abs/2508.05505v1,Symmetry Understanding of 3D Shapes via Chirality Disentanglement,"Symmetry is a fundamental property of 3D shapes, crucial for tasks ranging from shape analysis to robotic manipulation. However, current symmetry detection methods often struggle with shapes exhibiting chirality, where a shape and its mirror image are not superimposable through rigid transformations. This paper addresses the problem of robustly understanding symmetry in 3D shapes, particularly those with chiral characteristics. We propose a novel approach that explicitly disentangles the intrinsic symmetry properties of a shape from its extrinsic chiral transformation. Our method learns a latent space representation where symmetry parameters and a chirality flag are independently encoded, enabling accurate symmetry detection and reflection completion even in the presence of significant chirality. Experiments on synthetic and real-world datasets demonstrate that our method achieves state-of-the-art performance in symmetry detection accuracy and outperforms existing methods in handling chiral shapes, evidenced by a significant improvement in reflection completion quality. This disentangled representation provides a more comprehensive and robust understanding of 3D shape symmetry, facilitating downstream applications requiring accurate symmetry information."
http://arxiv.org/abs/2508.05504v1,Parameter-free entropy-regularized multi-view clustering with hierarchical feature selection,"Multi-view clustering (MVC) aims to group data points using information from multiple feature sets or ""views,"" often requiring careful parameter tuning. However, existing MVC methods struggle with high-dimensional data and typically involve view weighting parameters that significantly impact performance and necessitate computationally expensive optimization. This paper introduces a novel parameter-free entropy-regularized multi-view clustering framework that incorporates hierarchical feature selection. Our approach adaptively learns view weights by maximizing the entropy of cluster assignments while simultaneously performing hierarchical feature selection within each view based on feature importance scores derived from spectral analysis. This allows the framework to automatically identify and prioritize relevant features within each view without requiring pre-defined parameters. Experiments on several benchmark datasets demonstrate that our method consistently achieves state-of-the-art clustering performance compared to existing MVC algorithms, particularly in high-dimensional settings, while eliminating the need for parameter tuning. The proposed framework offers a robust and efficient solution for multi-view clustering, simplifying the application of MVC to real-world datasets with complex feature structures."
http://arxiv.org/abs/2508.05503v1,AutoIAD: Manager-Driven Multi-Agent Collaboration for Automated Industrial Anomaly Detection,"Automated anomaly detection in industrial environments is crucial for maintaining operational efficiency and safety, but often requires integrating diverse data modalities and expert knowledge. Existing methods struggle to effectively leverage the complementary strengths of multiple anomaly detection agents, especially when incorporating high-level managerial insights to guide the detection process. We introduce AutoIAD, a novel framework for Manager-Driven Multi-Agent Collaboration in Automated Industrial Anomaly Detection. AutoIAD employs a central ""Manager"" module that dynamically allocates tasks and aggregates the outputs of specialized ""Agent"" modules, each trained on a specific data modality or anomaly type. The Manager leverages reinforcement learning, incorporating feedback from human operators (managers) to optimize agent selection and weighting strategies, enabling the system to adapt to evolving industrial conditions and prioritize critical anomalies. Experimental results on a real-world industrial dataset demonstrate that AutoIAD significantly outperforms state-of-the-art anomaly detection methods, achieving a 15% improvement in F1-score and a reduction in false positives, highlighting its potential for practical deployment in complex industrial settings. AutoIAD provides a flexible and robust solution for automated industrial anomaly detection, facilitating effective collaboration between AI agents and human experts."
http://arxiv.org/abs/2508.05502v1,MELLA: Bridging Linguistic Capability and Cultural Groundedness for Low-Resource Language MLLMs,"Large Multimodal Language Models (MLLMs) have demonstrated remarkable performance in vision-language tasks; however, their reliance on extensive datasets primarily in high-resource languages and cultures results in limited applicability and potential biases when deployed in low-resource settings. This paper addresses the critical gap in culturally-grounded MLLMs for low-resource languages, where both linguistic data and visual representations often lack adequate representation. We introduce MELLA (Multimodal Embedding with Linguistic and Localized Adaptation), a novel framework that bridges linguistic capability and cultural groundedness. MELLA leverages a two-stage training process: first, it employs cross-lingual transfer learning to adapt a pre-trained MLLM to the target low-resource language using a combination of machine translation and back-translation. Second, it incorporates a novel localized visual grounding module, trained on a curated dataset of culturally relevant images and captions, to align visual representations with local contexts. Experiments on a newly created benchmark for a low-resource language demonstrate that MELLA significantly outperforms existing MLLMs, achieving a 25% improvement in cultural understanding and a 18% increase in overall task accuracy. MELLA provides a promising pathway towards building more inclusive and effective MLLMs for diverse linguistic and cultural contexts."
http://arxiv.org/abs/2508.05501v1,SMOL-MapSeg: Show Me One Label,"Semantic segmentation, a fundamental task in computer vision, often requires extensive pixel-level annotations, which are costly and time-consuming to acquire. This paper addresses the challenge of reducing annotation effort by exploring extreme supervision: training semantic segmentation models using only a single labeled instance per class. We introduce SMOL-MapSeg, a novel approach leveraging a combination of self-supervised pretraining, a carefully designed loss function that emphasizes inter-class discrimination and intra-class compactness, and a mapping module that projects features into a shared embedding space. Specifically, we employ a contrastive loss to learn feature representations from unlabeled data, a margin-based cross-entropy loss to encourage distinct class clusters, and a feature mapping network to reduce the impact of domain shift between the single labeled instance and the unlabeled data. Experimental results on the Pascal VOC 2012 dataset demonstrate that SMOL-MapSeg achieves significant performance gains compared to existing few-shot and weakly-supervised segmentation methods under this extreme supervision setting. This work highlights the potential of learning robust semantic segmentation models with minimal annotation effort, paving the way for more scalable and accessible computer vision applications."
